id,format,rating,uploadtime
gen7ou-1124610545,[Gen 7] OU,1410.0,1590976069
gen7ou-1124611812,[Gen 7] OU,1248.0,1590976268
gen7ou-1124612244,[Gen 7] OU,1321.0,1590976306
gen7ou-1124612971,[Gen 7] OU,1163.0,1590976503
gen7ou-1124613091,[Gen 7] OU,1099.0,1590976240
gen7ou-1124613337,[Gen 7] OU,1514.0,1590976363
gen7ou-1124614299,[Gen 7] OU,1442.0,1590976948
gen7ou-1124615269,[Gen 7] OU,1091.0,1590976585
gen7ou-1124616268,[Gen 7] OU,1132.0,1590976851
gen7ou-1124617709,[Gen 7] OU,1366.0,1590977669
gen7ou-1124622133,[Gen 7] OU,1558.0,1590978135
gen7ou-1124622667,[Gen 7] OU,1481.0,1590977701
gen7ou-1124623241,[Gen 7] OU,1050.0,1590978161
gen7ou-1124625514,[Gen 7] OU,1072.0,1590978294
gen7ou-1124630691,[Gen 7] OU,1225.0,1590979248
gen7ou-1124630986,[Gen 7] OU,1312.0,1590979010
gen7ou-1124631304,[Gen 7] OU,1227.0,1590979320
gen7ou-1124633850,[Gen 7] OU,1136.0,1590979539
gen7ou-1124633908,[Gen 7] OU,1219.0,1590979691
gen7ou-1133465041,[Gen 7] OU,1350.0,1592282381
gen7ou-1133468145,[Gen 7] OU,1162.0,1592281965
gen7ou-1133469327,[Gen 7] OU,1522.0,1592282452
gen7ou-1133469637,[Gen 7] OU,1267.0,1592282948
gen7ou-1133470084,[Gen 7] OU,1228.0,1592282232
gen7ou-1133473216,[Gen 7] OU,1138.0,1592282886
gen7ou-1133474806,[Gen 7] OU,1056.0,1592282861
gen7ou-1133475457,[Gen 7] OU,1198.0,1592283120
gen7ou-1133478650,[Gen 7] OU,1057.0,1592283870
gen7ou-1133479095,[Gen 7] OU,1166.0,1592283944
gen7ou-1133480144,[Gen 7] OU,1243.0,1592284058
gen7ou-1133485088,[Gen 7] OU,1579.0,1592285960
gen7ou-1133485151,[Gen 7] OU,1544.0,1592285458
gen7ou-1133485653,[Gen 7] OU,1126.0,1592285176
gen7ou-1133486299,[Gen 7] OU,1047.0,1592286012
gen7ou-1133486564,[Gen 7] OU,1049.0,1592285343
gen7ou-1133487065,[Gen 7] OU,1307.0,1592285240
gen7ou-1133487939,[Gen 7] OU,1116.0,1592285750
gen7ou-1133488099,[Gen 7] OU,1314.0,1592285663
gen7ou-1133489156,[Gen 7] OU,1224.0,1592285821
gen7ou-1133489795,[Gen 7] OU,1500.0,1592286497
gen7ou-1133490182,[Gen 7] OU,1086.0,1592285992
gen7ou-1133491465,[Gen 7] OU,1324.0,1592286317
gen7ou-1133492067,[Gen 7] OU,1283.0,1592286310
gen7ou-1133495090,[Gen 7] OU,1284.0,1592287070
gen7ou-1133495920,[Gen 7] OU,1047.0,1592287246
gen7ou-1133496043,[Gen 7] OU,1203.0,1592287370
gen7ou-1133496603,[Gen 7] OU,1364.0,1592287906
gen7ou-1133497798,[Gen 7] OU,1557.0,1592287792
gen7ou-1133499176,[Gen 7] OU,1115.0,1592287944
gen7ou-1133501508,[Gen 7] OU,1096.0,1592288582
gen7ou-1133502403,[Gen 7] OU,1370.0,1592288929
gen7ou-1133504471,[Gen 7] OU,1198.0,1592289282
gen7ou-1133504777,[Gen 7] OU,1246.0,1592289376
gen7ou-1133505643,[Gen 7] OU,1016.0,1592289614
gen7ou-1133505804,[Gen 7] OU,1274.0,1592289810
gen7ou-1133507812,[Gen 7] OU,1177.0,1592289871
gen7ou-1134720339,[Gen 7] OU,1288.0,1592481439
gen7ou-1134722353,[Gen 7] OU,1218.0,1592480095
gen7ou-1134723218,[Gen 7] OU,1381.0,1592480198
gen7ou-1134724252,[Gen 7] OU,1319.0,1592480333
gen7ou-1134729787,[Gen 7] OU,1408.0,1592481369
gen7ou-1134732336,[Gen 7] OU,1307.0,1592481837
gen7ou-1134732771,[Gen 7] OU,1587.0,1592481873
gen7ou-1134733130,[Gen 7] OU,1563.0,1592481929
gen7ou-1134739292,[Gen 7] OU,1132.0,1592482734
gen7ou-1134744002,[Gen 7] OU,1660.0,1592483170
gen7ou-1134744745,[Gen 7] OU,1300.0,1592483599
gen7ou-1134745246,[Gen 7] OU,1151.0,1592484208
gen7ou-1134749877,[Gen 7] OU,1069.0,1592484318
gen7ou-1134751559,[Gen 7] OU,1312.0,1592484852
gen7ou-1134755914,[Gen 7] OU,1231.0,1592484968
gen7ou-1134758790,[Gen 7] OU,1033.0,1592485462
gen7ou-1134758818,[Gen 7] OU,1191.0,1592485629
gen7ou-1135897881,[Gen 7] OU,1220.0,1592626675
gen7ou-1135898534,[Gen 7] OU,1366.0,1592626552
gen7ou-1135899050,[Gen 7] OU,1529.0,1592626746
gen7ou-1135899146,[Gen 7] OU,1550.0,1592626560
gen7ou-1135899781,[Gen 7] OU,1566.0,1592626862
gen7ou-1135900728,[Gen 7] OU,1604.0,1592626859
gen7ou-1135902173,[Gen 7] OU,1625.0,1592626956
gen7ou-1135902176,[Gen 7] OU,1354.0,1592627044
gen7ou-1135902258,[Gen 7] OU,1444.0,1592627100
gen7ou-1135902475,[Gen 7] OU,1116.0,1592627096
gen7ou-1135902650,[Gen 7] OU,1372.0,1592627307
gen7ou-1135904147,[Gen 7] OU,1394.0,1592627484
gen7ou-1135904723,[Gen 7] OU,1108.0,1592627814
gen7ou-1135905446,[Gen 7] OU,1253.0,1592628073
gen7ou-1135907470,[Gen 7] OU,1175.0,1592627836
gen7ou-1135908066,[Gen 7] OU,1412.0,1592628212
gen7ou-1135908222,[Gen 7] OU,1011.0,1592627678
gen7ou-1135908635,[Gen 7] OU,1452.0,1592627977
gen7ou-1135912913,[Gen 7] OU,1029.0,1592628454
gen7ou-1135914654,[Gen 7] OU,1233.0,1592628960
gen7ou-1135915269,[Gen 7] OU,1030.0,1592628985
gen7ou-1135917149,[Gen 7] OU,1112.0,1592629359
gen7ou-1135918372,[Gen 7] OU,1198.0,1592629447
gen7ou-1135918980,[Gen 7] OU,1118.0,1592629524
gen7ou-1135919171,[Gen 7] OU,1099.0,1592629734
gen7ou-1135920039,[Gen 7] OU,1265.0,1592629843
gen7ou-1135920078,[Gen 7] OU,1043.0,1592629711
gen7ou-1135920176,[Gen 7] OU,1059.0,1592630380
gen7ou-1135920719,[Gen 7] OU,1414.0,1592629856
gen7ou-1135922220,[Gen 7] OU,1531.0,1592630035
gen7ou-1135923345,[Gen 7] OU,1153.0,1592630374
gen7ou-1135923365,[Gen 7] OU,1520.0,1592630562
gen7ou-1135924364,[Gen 7] OU,1066.0,1592630604
gen7ou-1135924424,[Gen 7] OU,1158.0,1592630626
gen7ou-1135924609,[Gen 7] OU,1372.0,1592630891
gen7ou-1135924840,[Gen 7] OU,1507.0,1592631047
gen7ou-1135925196,[Gen 7] OU,1307.0,1592630999
gen7ou-1135926036,[Gen 7] OU,1335.0,1592630930
gen7ou-1135927260,[Gen 7] OU,1274.0,1592631052
gen7ou-1135929106,[Gen 7] OU,1323.0,1592631409
gen7ou-1135929250,[Gen 7] OU,1508.0,1592631444
gen7ou-1135929400,[Gen 7] OU,1166.0,1592631367
gen7ou-1135929704,[Gen 7] OU,1083.0,1592631750
gen7ou-1135931633,[Gen 7] OU,1316.0,1592631747
gen7ou-1136475150,[Gen 7] OU,1092.0,1592708397
gen7ou-1136479844,[Gen 7] OU,1409.0,1592708616
gen7ou-1136479874,[Gen 7] OU,1100.0,1592708399
gen7ou-1136480966,[Gen 7] OU,1147.0,1592708959
gen7ou-1136481466,[Gen 7] OU,1610.0,1592708794
gen7ou-1136485914,[Gen 7] OU,1355.0,1592709261
gen7ou-1136486343,[Gen 7] OU,1018.0,1592709317
gen7ou-1136486892,[Gen 7] OU,1378.0,1592709350
gen7ou-1136487450,[Gen 7] OU,1405.0,1592709985
gen7ou-1136487813,[Gen 7] OU,1075.0,1592709757
gen7ou-1136488197,[Gen 7] OU,1436.0,1592709920
gen7ou-1136489491,[Gen 7] OU,1741.0,1592709857
gen7ou-1136491848,[Gen 7] OU,1529.0,1592711085
gen7ou-1136491950,[Gen 7] OU,1177.0,1592710279
gen7ou-1136493106,[Gen 7] OU,1070.0,1592710299
gen7ou-1136494201,[Gen 7] OU,1040.0,1592710608
gen7ou-1136497512,[Gen 7] OU,1192.0,1592711025
gen7ou-1136497884,[Gen 7] OU,1569.0,1592711123
gen7ou-1136499929,[Gen 7] OU,1103.0,1592711523
gen7ou-1136501280,[Gen 7] OU,1104.0,1592711592
gen7ou-1136501482,[Gen 7] OU,1570.0,1592711986
gen7ou-1136502510,[Gen 7] OU,1600.0,1592711747
gen7ou-1136504220,[Gen 7] OU,1316.0,1592711829
gen7ou-1139823032,[Gen 7] OU,1485.0,1593138591
gen7ou-1139823605,[Gen 7] OU,1066.0,1593138548
gen7ou-1139824929,[Gen 7] OU,1341.0,1593138765
gen7ou-1139825850,[Gen 7] OU,1059.0,1593138839
gen7ou-1139829083,[Gen 7] OU,1258.0,1593139918
gen7ou-1139830796,[Gen 7] OU,1075.0,1593139445
gen7ou-1139831782,[Gen 7] OU,1427.0,1593139826
gen7ou-1139831911,[Gen 7] OU,1420.0,1593139940
gen7ou-1139832504,[Gen 7] OU,1508.0,1593139687
gen7ou-1139833173,[Gen 7] OU,1694.0,1593140112
gen7ou-1139834360,[Gen 7] OU,1053.0,1593139920
gen7ou-1139835752,[Gen 7] OU,1229.0,1593140424
gen7ou-1139837265,[Gen 7] OU,1622.0,1593140576
gen7ou-1139838378,[Gen 7] OU,1007.0,1593140496
gen7ou-1139842350,[Gen 7] OU,1413.0,1593141386
gen7ou-1139843343,[Gen 7] OU,1270.0,1593141253
gen7ou-1139844348,[Gen 7] OU,1026.0,1593141174
gen7ou-1139847030,[Gen 7] OU,1305.0,1593141638
gen7ou-1139847906,[Gen 7] OU,1210.0,1593141914
gen7ou-1139850132,[Gen 7] OU,1001.0,1593142009
gen7ou-1139852530,[Gen 7] OU,1083.0,1593142505
gen7ou-1139854509,[Gen 7] OU,1544.0,1593142751
gen7ou-1139856132,[Gen 7] OU,1234.0,1593142794
gen7ou-1139857857,[Gen 7] OU,1331.0,1593143477
gen7ou-1139858333,[Gen 7] OU,1486.0,1593143403
gen7ou-1139863250,[Gen 7] OU,1340.0,1593144201
gen7ou-1139868866,[Gen 7] OU,1130.0,1593144731
gen7ou-1139869262,[Gen 7] OU,1345.0,1593144827
gen7ou-1139869788,[Gen 7] OU,1283.0,1593145075
gen7ou-1139870823,[Gen 7] OU,1029.0,1593144991
gen7ou-1139871059,[Gen 7] OU,1306.0,1593145047
gen7ou-1139871723,[Gen 7] OU,1622.0,1593145089
gen7ou-1139871919,[Gen 7] OU,1013.0,1593145347
gen7ou-1139872422,[Gen 7] OU,1370.0,1593145375
gen7ou-1139874605,[Gen 7] OU,1164.0,1593145989
gen7ou-1139875238,[Gen 7] OU,1478.0,1593145861
gen7ou-1139876704,[Gen 7] OU,1374.0,1593145890
gen7ou-1140934576,[Gen 7] OU,1419.0,1593294746
gen7ou-1140936767,[Gen 7] OU,1530.0,1593295409
gen7ou-1140938809,[Gen 7] OU,1072.0,1593295239
gen7ou-1140940392,[Gen 7] OU,1046.0,1593295663
gen7ou-1140943862,[Gen 7] OU,1582.0,1593295905
gen7ou-1140944176,[Gen 7] OU,1394.0,1593295930
gen7ou-1140945060,[Gen 7] OU,1069.0,1593296206
gen7ou-1140946314,[Gen 7] OU,1429.0,1593296331
gen7ou-1140948011,[Gen 7] OU,1414.0,1593296521
gen7ou-1140948848,[Gen 7] OU,1551.0,1593299011
gen7ou-1140952372,[Gen 7] OU,1039.0,1593297166
gen7ou-1140952817,[Gen 7] OU,1721.0,1593297036
gen7ou-1140953939,[Gen 7] OU,1098.0,1593297462
gen7ou-1140963317,[Gen 7] OU,1229.0,1593298830
gen7ou-1140973046,[Gen 7] OU,1062.0,1593299719
gen7ou-1140973543,[Gen 7] OU,1086.0,1593299832
gen7ou-1140978221,[Gen 7] OU,1224.0,1593300378
gen7ou-1140980429,[Gen 7] OU,1620.0,1593300808
gen7ou-1140982432,[Gen 7] OU,1138.0,1593301293
gen7ou-1140983412,[Gen 7] OU,1258.0,1593301339
gen7ou-1140990058,[Gen 7] OU,1236.0,1593301957
gen7ou-1140994857,[Gen 7] OU,1325.0,1593302418
gen7ou-1140998902,[Gen 7] OU,1291.0,1593303388
gen7ou-1141002624,[Gen 7] OU,1116.0,1593303527
gen7ou-1141002698,[Gen 7] OU,1107.0,1593303611
gen7ou-1141006907,[Gen 7] OU,1009.0,1593304041
gen7ou-1147151239,[Gen 7] OU,1572.0,1594175291
gen7ou-1147151403,[Gen 7] OU,1516.0,1594176311
gen7ou-1147155699,[Gen 7] OU,1356.0,1594175882
gen7ou-1147156168,[Gen 7] OU,1368.0,1594176320
gen7ou-1147156651,[Gen 7] OU,1060.0,1594175853
gen7ou-1147158341,[Gen 7] OU,1576.0,1594176350
gen7ou-1147158467,[Gen 7] OU,1223.0,1594176264
gen7ou-1147160863,[Gen 7] OU,1487.0,1594176387
gen7ou-1147162064,[Gen 7] OU,1437.0,1594176665
gen7ou-1147165572,[Gen 7] OU,1540.0,1594176837
gen7ou-1147165668,[Gen 7] OU,1542.0,1594177121
gen7ou-1147167221,[Gen 7] OU,1092.0,1594177342
gen7ou-1147170262,[Gen 7] OU,1566.0,1594177873
gen7ou-1147170976,[Gen 7] OU,1592.0,1594177978
gen7ou-1147171121,[Gen 7] OU,1226.0,1594177971
gen7ou-1147171213,[Gen 7] OU,1336.0,1594177699
gen7ou-1147171303,[Gen 7] OU,1079.0,1594178278
gen7ou-1147171309,[Gen 7] OU,1355.0,1594177844
gen7ou-1147175231,[Gen 7] OU,1240.0,1594178629
gen7ou-1147175281,[Gen 7] OU,1426.0,1594178860
gen7ou-1147177075,[Gen 7] OU,1063.0,1594179000
gen7ou-1147181359,[Gen 7] OU,1037.0,1594179323
gen7ou-1147871113,[Gen 7] OU,1018.0,1594276543
gen7ou-1147872144,[Gen 7] OU,1456.0,1594277536
gen7ou-1147874776,[Gen 7] OU,1618.0,1594277197
gen7ou-1147876773,[Gen 7] OU,1544.0,1594277671
gen7ou-1147878022,[Gen 7] OU,1244.0,1594278041
gen7ou-1147878123,[Gen 7] OU,1483.0,1594278000
gen7ou-1147882742,[Gen 7] OU,1132.0,1594279068
gen7ou-1147884585,[Gen 7] OU,1272.0,1594279653
gen7ou-1147884785,[Gen 7] OU,1302.0,1594279487
gen7ou-1147885745,[Gen 7] OU,1021.0,1594279478
gen7ou-1147886476,[Gen 7] OU,1235.0,1594279754
gen7ou-1147887296,[Gen 7] OU,1269.0,1594280575
gen7ou-1147889447,[Gen 7] OU,1229.0,1594280968
gen7ou-1147889976,[Gen 7] OU,1571.0,1594280506
gen7ou-1147890303,[Gen 7] OU,1465.0,1594280751
gen7ou-1147891563,[Gen 7] OU,1670.0,1594280763
gen7ou-1147893927,[Gen 7] OU,1675.0,1594281438
gen7ou-1147894305,[Gen 7] OU,1577.0,1594281968
gen7ou-1147897176,[Gen 7] OU,1290.0,1594282204
gen7ou-1147897249,[Gen 7] OU,1476.0,1594282100
gen7ou-1147897621,[Gen 7] OU,1266.0,1594282250
gen7ou-1147898936,[Gen 7] OU,1443.0,1594282522
gen7ou-1147899540,[Gen 7] OU,1236.0,1594282577
gen7ou-1147900096,[Gen 7] OU,1186.0,1594282676
gen7ou-1147901705,[Gen 7] OU,1190.0,1594283162
gen7ou-1147908614,[Gen 7] OU,1360.0,1594284372
gen7ou-1147911100,[Gen 7] OU,1223.0,1594285222
gen7ou-1147913404,[Gen 7] OU,1437.0,1594285683
gen7ou-1147914633,[Gen 7] OU,1420.0,1594286062
gen7ou-1147918937,[Gen 7] OU,1063.0,1594286602
gen7ou-1147918945,[Gen 7] OU,1387.0,1594287078
gen7ou-1147920606,[Gen 7] OU,1492.0,1594286912
gen7ou-1147922025,[Gen 7] OU,1472.0,1594287315
gen7ou-1147922435,[Gen 7] OU,1405.0,1594287423
gen7ou-1147922478,[Gen 7] OU,1166.0,1594287366
gen7ou-1147923316,[Gen 7] OU,1297.0,1594287558
gen7ou-1147925425,[Gen 7] OU,1153.0,1594288536
gen7ou-1147927709,[Gen 7] OU,1503.0,1594288498
gen7ou-1147930783,[Gen 7] OU,1590.0,1594288952
gen7ou-1147930947,[Gen 7] OU,1466.0,1594289098
gen7ou-1147932437,[Gen 7] OU,1533.0,1594289169
gen7ou-1147933617,[Gen 7] OU,1447.0,1594289426
gen7ou-1147934642,[Gen 7] OU,1482.0,1594290505
gen7ou-1147934967,[Gen 7] OU,1385.0,1594289821
gen7ou-1147937712,[Gen 7] OU,1622.0,1594290385
gen7ou-1147939837,[Gen 7] OU,1288.0,1594290492
gen7ou-1152641597,[Gen 7] OU,1397.0,1594961591
gen7ou-1152641709,[Gen 7] OU,1069.0,1594961655
gen7ou-1152642390,[Gen 7] OU,1626.0,1594961779
gen7ou-1152645477,[Gen 7] OU,1054.0,1594962177
gen7ou-1152646708,[Gen 7] OU,1648.0,1594962851
gen7ou-1152649032,[Gen 7] OU,1349.0,1594962917
gen7ou-1152650260,[Gen 7] OU,1069.0,1594963324
gen7ou-1152654525,[Gen 7] OU,1054.0,1594964007
gen7ou-1152656614,[Gen 7] OU,1177.0,1594964808
gen7ou-1152658301,[Gen 7] OU,1309.0,1594964667
gen7ou-1152658890,[Gen 7] OU,1123.0,1594965072
gen7ou-1152664353,[Gen 7] OU,1052.0,1594966142
gen7ou-1152668221,[Gen 7] OU,1328.0,1594966717
gen7ou-1152670139,[Gen 7] OU,1107.0,1594967471
gen7ou-1152674917,[Gen 7] OU,1348.0,1594968199
gen7ou-1152677189,[Gen 7] OU,1152.0,1594968729
gen7ou-1152678986,[Gen 7] OU,1385.0,1594969005
gen7ou-1152692113,[Gen 7] OU,1325.0,1594971905
gen7ou-1152692150,[Gen 7] OU,1285.0,1594971896
gen7ou-1152693711,[Gen 7] OU,1292.0,1594972265
gen7ou-1152694500,[Gen 7] OU,1165.0,1594972699
gen7ou-1152695264,[Gen 7] OU,1668.0,1594972345
gen7ou-1152695937,[Gen 7] OU,1579.0,1594972911
gen7ou-1152701595,[Gen 7] OU,1130.0,1594974080
gen7ou-1152701981,[Gen 7] OU,1632.0,1594974710
gen7ou-1152705355,[Gen 7] OU,1085.0,1594975275
gen7ou-1152707588,[Gen 7] OU,1508.0,1594975287
gen7ou-1152716358,[Gen 7] OU,1212.0,1594977089
gen7ou-1152717584,[Gen 7] OU,1615.0,1594978017
gen7ou-1152721558,[Gen 7] OU,1522.0,1594978279
gen7ou-1152722789,[Gen 7] OU,1118.0,1594978362
gen7ou-1152724532,[Gen 7] OU,1114.0,1594978752
gen7ou-1152724705,[Gen 7] OU,1654.0,1594978968
gen7ou-1152725045,[Gen 7] OU,1156.0,1594979053
gen7ou-1152726530,[Gen 7] OU,1119.0,1594979208
gen7ou-1152726575,[Gen 7] OU,1169.0,1594979331
gen7ou-1152730404,[Gen 7] OU,1363.0,1594979993
gen7ou-1152732557,[Gen 7] OU,1142.0,1594980608
gen7ou-1152736670,[Gen 7] OU,1627.0,1594981212
gen7ou-1152738179,[Gen 7] OU,1022.0,1594981782
gen7ou-1152739467,[Gen 7] OU,1274.0,1594981858
gen7ou-1152739661,[Gen 7] OU,1554.0,1594981966
gen7ou-1152741464,[Gen 7] OU,1503.0,1594982312
gen7ou-1153041909,[Gen 7] OU,1431.0,1595022371
gen7ou-1153061058,[Gen 7] OU,1048.0,1595024891
gen7ou-1153061556,[Gen 7] OU,1191.0,1595024736
gen7ou-1153061658,[Gen 7] OU,1043.0,1595024652
gen7ou-1153064537,[Gen 7] OU,1680.0,1595024746
gen7ou-1153065945,[Gen 7] OU,1067.0,1595025140
gen7ou-1153066117,[Gen 7] OU,1372.0,1595025362
gen7ou-1153072459,[Gen 7] OU,1638.0,1595026165
gen7ou-1153078978,[Gen 7] OU,1285.0,1595026848
gen7ou-1153083918,[Gen 7] OU,1063.0,1595027676
gen7ou-1153097457,[Gen 7] OU,1210.0,1595029139
gen7ou-1153099874,[Gen 7] OU,1243.0,1595029240
gen7ou-1153103115,[Gen 7] OU,1334.0,1595029704
gen7ou-1153104527,[Gen 7] OU,1166.0,1595030279
gen7ou-1153105857,[Gen 7] OU,1118.0,1595030355
gen7ou-1153107110,[Gen 7] OU,1608.0,1595030256
gen7ou-1153108643,[Gen 7] OU,1577.0,1595030606
gen7ou-1153108974,[Gen 7] OU,1128.0,1595030578
gen7ou-1153111198,[Gen 7] OU,1334.0,1595031063
gen7ou-1153111947,[Gen 7] OU,1096.0,1595031075
gen7ou-1153116797,[Gen 7] OU,1638.0,1595032018
gen7ou-1153119356,[Gen 7] OU,1074.0,1595032219
gen7ou-1153122954,[Gen 7] OU,1724.0,1595032969
gen7ou-1153129309,[Gen 7] OU,1486.0,1595034402
gen7ou-1153129392,[Gen 7] OU,1406.0,1595033717
gen7ou-1153132421,[Gen 7] OU,1080.0,1595033983
gen7ou-1163979160,[Gen 7] OU,1558.0,1596672168
gen7ou-1163979918,[Gen 7] OU,1424.0,1596672408
gen7ou-1163981708,[Gen 7] OU,1427.0,1596672399
gen7ou-1163982503,[Gen 7] OU,1172.0,1596672630
gen7ou-1163983679,[Gen 7] OU,1090.0,1596672830
gen7ou-1163987643,[Gen 7] OU,1202.0,1596673309
gen7ou-1163991200,[Gen 7] OU,1062.0,1596673957
gen7ou-1163991256,[Gen 7] OU,1245.0,1596674239
gen7ou-1163993198,[Gen 7] OU,1540.0,1596674050
gen7ou-1163995095,[Gen 7] OU,1256.0,1596674702
gen7ou-1163998305,[Gen 7] OU,1190.0,1596674862
gen7ou-1163999454,[Gen 7] OU,1142.0,1596675115
gen7ou-1164000256,[Gen 7] OU,1269.0,1596675183
gen7ou-1164003387,[Gen 7] OU,1403.0,1596675906
gen7ou-1164006124,[Gen 7] OU,1304.0,1596675944
gen7ou-1164009729,[Gen 7] OU,1242.0,1596676311
gen7ou-1164012211,[Gen 7] OU,1049.0,1596677004
gen7ou-1164017176,[Gen 7] OU,1406.0,1596677718
gen7ou-1164023029,[Gen 7] OU,1025.0,1596678205
gen7ou-1164024561,[Gen 7] OU,1541.0,1596678929
gen7ou-1164026327,[Gen 7] OU,1155.0,1596678918
gen7ou-1164027725,[Gen 7] OU,1274.0,1596679251
gen7ou-1164030611,[Gen 7] OU,1517.0,1596679697
gen7ou-1164030848,[Gen 7] OU,1229.0,1596679284
gen7ou-1164031907,[Gen 7] OU,1123.0,1596679663
gen7ou-1164039091,[Gen 7] OU,1721.0,1596680683
gen7ou-1164043498,[Gen 7] OU,1069.0,1596681552
gen7ou-1164046922,[Gen 7] OU,1207.0,1596681865
gen7ou-1166899355,[Gen 7] OU,1213.0,1597127519
gen7ou-1166901253,[Gen 7] OU,1209.0,1597127946
gen7ou-1166901393,[Gen 7] OU,1025.0,1597128552
gen7ou-1166902063,[Gen 7] OU,1645.0,1597128085
gen7ou-1166903172,[Gen 7] OU,1534.0,1597128465
gen7ou-1166903785,[Gen 7] OU,1545.0,1597128507
gen7ou-1166907377,[Gen 7] OU,1470.0,1597129400
gen7ou-1166908465,[Gen 7] OU,1317.0,1597129588
gen7ou-1166908675,[Gen 7] OU,1337.0,1597129672
gen7ou-1166910311,[Gen 7] OU,1086.0,1597130019
gen7ou-1166911036,[Gen 7] OU,1287.0,1597130144
gen7ou-1166917072,[Gen 7] OU,1372.0,1597131492
gen7ou-1166917277,[Gen 7] OU,1201.0,1597131532
gen7ou-1166917595,[Gen 7] OU,1126.0,1597131479
gen7ou-1166918311,[Gen 7] OU,1108.0,1597131766
gen7ou-1166927724,[Gen 7] OU,1418.0,1597133783
gen7ou-1166930691,[Gen 7] OU,1547.0,1597134597
gen7ou-1166934122,[Gen 7] OU,1118.0,1597135338
gen7ou-1166937338,[Gen 7] OU,1468.0,1597136309
gen7ou-1166937865,[Gen 7] OU,1057.0,1597136202
gen7ou-1166942078,[Gen 7] OU,1269.0,1597137263
gen7ou-1166942588,[Gen 7] OU,1518.0,1597137883
gen7ou-1166945182,[Gen 7] OU,1215.0,1597138091
gen7ou-1166945381,[Gen 7] OU,1184.0,1597138061
gen7ou-1166947252,[Gen 7] OU,1236.0,1597138619
gen7ou-1166947273,[Gen 7] OU,1577.0,1597138590
gen7ou-1166953822,[Gen 7] OU,1220.0,1597139938
gen7ou-1166954997,[Gen 7] OU,1462.0,1597140017
gen7ou-1166959081,[Gen 7] OU,1133.0,1597140852
gen7ou-1166959781,[Gen 7] OU,1430.0,1597141227
gen7ou-1166962720,[Gen 7] OU,1465.0,1597141923
gen7ou-1166962757,[Gen 7] OU,1147.0,1597141727
gen7ou-1166966749,[Gen 7] OU,1078.0,1597142553
gen7ou-1166968544,[Gen 7] OU,1036.0,1597143343
gen7ou-1166969477,[Gen 7] OU,1347.0,1597143130
gen7ou-1168556994,[Gen 7] OU,1164.0,1597371015
gen7ou-1168566859,[Gen 7] OU,1116.0,1597372535
gen7ou-1168567761,[Gen 7] OU,1432.0,1597372825
gen7ou-1168573673,[Gen 7] OU,1160.0,1597373506
gen7ou-1168580314,[Gen 7] OU,1074.0,1597374833
gen7ou-1168583768,[Gen 7] OU,1214.0,1597374980
gen7ou-1168598165,[Gen 7] OU,1280.0,1597377299
gen7ou-1168599482,[Gen 7] OU,1571.0,1597377269
gen7ou-1168601523,[Gen 7] OU,1370.0,1597377458
gen7ou-1168602779,[Gen 7] OU,1015.0,1597377931
gen7ou-1168603107,[Gen 7] OU,1250.0,1597377924
gen7ou-1168604071,[Gen 7] OU,1527.0,1597378373
gen7ou-1168612729,[Gen 7] OU,1140.0,1597379543
gen7ou-1168613015,[Gen 7] OU,1248.0,1597379567
gen7ou-1168617869,[Gen 7] OU,1564.0,1597380392
gen7ou-1168619152,[Gen 7] OU,1423.0,1597380668
gen7ou-1168620247,[Gen 7] OU,1003.0,1597380707
gen7ou-1168622054,[Gen 7] OU,1569.0,1597381241
gen7ou-1169051275,[Gen 7] OU,1293.0,1597446218
gen7ou-1169051293,[Gen 7] OU,1386.0,1597446451
gen7ou-1169052426,[Gen 7] OU,1372.0,1597446537
gen7ou-1169057257,[Gen 7] OU,1137.0,1597448335
gen7ou-1169057517,[Gen 7] OU,1070.0,1597446969
gen7ou-1169060629,[Gen 7] OU,1364.0,1597447551
gen7ou-1169068953,[Gen 7] OU,1183.0,1597449051
gen7ou-1169071702,[Gen 7] OU,1120.0,1597449268
gen7ou-1169072049,[Gen 7] OU,1097.0,1597449123
gen7ou-1169077757,[Gen 7] OU,1277.0,1597449991
gen7ou-1169077997,[Gen 7] OU,1487.0,1597450126
gen7ou-1169079185,[Gen 7] OU,1377.0,1597450407
gen7ou-1169082067,[Gen 7] OU,1304.0,1597450944
gen7ou-1169082144,[Gen 7] OU,1226.0,1597451180
gen7ou-1169083760,[Gen 7] OU,1292.0,1597450918
gen7ou-1169085577,[Gen 7] OU,1433.0,1597451278
gen7ou-1169085868,[Gen 7] OU,1247.0,1597451659
gen7ou-1169087799,[Gen 7] OU,1048.0,1597451411
gen7ou-1169088426,[Gen 7] OU,1181.0,1597451466
gen7ou-1169089196,[Gen 7] OU,1350.0,1597451682
gen7ou-1169089220,[Gen 7] OU,1150.0,1597451823
gen7ou-1169094042,[Gen 7] OU,1277.0,1597452615
gen7ou-1169096529,[Gen 7] OU,1083.0,1597452970
gen7ou-1169099008,[Gen 7] OU,1511.0,1597453149
gen7ou-1169099534,[Gen 7] OU,1277.0,1597453225
gen7ou-1169099841,[Gen 7] OU,1671.0,1597453302
gen7ou-1169100871,[Gen 7] OU,1003.0,1597454286
gen7ou-1169101821,[Gen 7] OU,1263.0,1597453646
gen7ou-1169112362,[Gen 7] OU,1411.0,1597455359
gen7ou-1169121998,[Gen 7] OU,1348.0,1597456900
